,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
133,AKX,2018-07-06,2019-06-23,352,Friday,1018,EUR,69745,499999,181,0.13949027898055796,0.0025951681124094916,0.000362000724001448,20-35,F,whiteerik,alexander14@hotmail.com,Joseph Perez,M,49
134,AKX,2018-02-02,2019-08-07,551,Friday,307292,USD,23353,499998,244943,0.0467061868247473,10.488716653106668,0.4898879595518382,40-55,F,whiteerik,alexander14@hotmail.com,Joseph Perez,M,49
135,GRZ,2018-02-24,2019-01-31,341,Saturday,671909,EUR,10414,499998,582502,0.02082808331233325,55.934511234876126,1.16500866003464,25-40,M,krystaldickerson,leahwebster@hernandez.com,Brian Sweeney,M,66
136,BYU,2019-06-10,2020-02-12,247,Monday,275700,EUR,64379,500000,200378,0.128758,3.112474564687243,0.400756,40-60,M,krystaldickerson,leahwebster@hernandez.com,Brian Sweeney,M,66
137,GRZ,2018-08-05,2019-01-21,169,Sunday,154966,EUR,73072,499998,43286,0.14614458457833832,0.5923746441865557,0.08657234628938516,40-45,M,krystaldickerson,leahwebster@hernandez.com,Brian Sweeney,M,66
138,BYU,2019-03-30,2020-12-07,618,Saturday,966656,EUR,94741,499996,245018,0.18948351586812695,2.586187606210616,0.49003992031936255,25-40,M,krystaldickerson,leahwebster@hernandez.com,Brian Sweeney,M,66
139,AKX,2018-05-04,2019-03-30,330,Friday,884814,GDB,72198,500000,723219,0.144396,10.01716114019779,1.446438,25-50,F,krystaldickerson,leahwebster@hernandez.com,Brian Sweeney,M,66
140,KTR,2018-08-03,2019-05-23,293,Friday,532338,EUR,67219,500003,477671,0.13443719337683974,7.106190214076377,0.9553362679823921,25-30,M,krystaldickerson,leahwebster@hernandez.com,Brian Sweeney,M,66
141,KTR,2018-10-04,2019-10-13,374,Thursday,470572,GDB,76752,499995,466171,0.15350553505535056,6.073730977694392,0.9323513235132351,30-35,F,james20,garciadonald@harris.com,Lisa Larson,F,45
142,GRZ,2019-06-22,2020-09-29,465,Saturday,878652,USD,18802,500001,375455,0.03760392479215042,19.96888628869269,0.7509084981830036,30-50,F,james20,garciadonald@harris.com,Lisa Larson,F,45
143,BYU,2019-09-08,2019-08-25,-14,Sunday,381263,EUR,42890,499999,317980,0.08578017156034312,7.413849382140359,0.6359612719225438,40-55,M,james20,garciadonald@harris.com,Lisa Larson,F,45
144,KTR,2018-03-18,2018-07-12,116,Sunday,587754,GDB,35573,500002,115424,0.07114571541713834,3.2447080651055575,0.23084707661169354,20-30,M,michaelwarner,simmonsgeorge@hotmail.com,Kristin Powell,F,56
145,AKX,2018-12-21,2020-03-24,459,Friday,642199,GDB,52830,500002,362821,0.10565957736169056,6.867707741813364,0.7256390974436102,30-40,M,michaelwarner,simmonsgeorge@hotmail.com,Kristin Powell,F,56
146,KTR,2019-04-20,2019-09-17,150,Saturday,78912,GDB,74402,499995,51809,0.14880548805488056,0.6963388080965566,0.1036190361903619,20-25,F,michaelwarner,simmonsgeorge@hotmail.com,Kristin Powell,F,56
147,GRZ,2018-10-17,2019-05-03,198,Wednesday,377033,EUR,58724,499999,239425,0.1174482348964698,4.077123492950071,0.4788509577019154,45-65,F,andreamassey,newtonbonnie@gmail.com,Seth Johnson,M,50
148,AKX,2019-10-06,2020-05-11,218,Sunday,913365,GDB,8348,500001,912570,0.016695966608066784,109.31600383325348,1.8251363497273005,35-50,F,andreamassey,newtonbonnie@gmail.com,Seth Johnson,M,50
149,BYU,2018-11-17,2020-07-30,621,Saturday,463838,USD,24346,499999,273691,0.04869209738419477,11.241723486404338,0.5473830947661895,40-45,F,andreamassey,newtonbonnie@gmail.com,Seth Johnson,M,50
150,KTR,2018-07-05,2018-08-07,33,Thursday,431688,GDB,27697,500002,422278,0.0553937784248863,15.246344369426291,0.8445526217895128,30-50,F,andreamassey,newtonbonnie@gmail.com,Seth Johnson,M,50
151,BYU,2018-10-27,2019-11-11,380,Saturday,800063,USD,49250,500000,35259,0.0985,0.7159187817258883,0.070518,25-40,F,andreamassey,newtonbonnie@gmail.com,Seth Johnson,M,50
152,GRZ,2019-09-19,2021-09-02,714,Thursday,373519,EUR,72104,499997,289824,0.14420886525319151,4.019527349384223,0.5796514779088675,20-35,F,gonzalezkimberly,waltersdanny@torres-taylor.org,Julie Scott,F,48
153,AKX,2018-12-26,2020-05-26,517,Wednesday,191210,EUR,41125,499999,59640,0.082250164500329,1.4502127659574469,0.11928023856047712,35-45,M,gonzalezkimberly,waltersdanny@torres-taylor.org,Julie Scott,F,48
154,KTR,2018-07-16,2019-12-23,525,Monday,126357,USD,54790,499999,44379,0.10958021916043832,0.8099835736448256,0.08875817751635504,35-50,F,gonzalezkimberly,waltersdanny@torres-taylor.org,Julie Scott,F,48
155,AKX,2019-01-10,2020-03-25,440,Thursday,220258,EUR,10064,499999,74062,0.02012804025608051,7.359101748807631,0.1481242962485925,35-50,M,gonzalezkimberly,waltersdanny@torres-taylor.org,Julie Scott,F,48
156,KTR,2019-02-07,2020-12-28,690,Thursday,402027,EUR,41454,500001,217455,0.08290783418433163,5.245694022289767,0.43490913018173966,30-35,M,gonzalezkimberly,waltersdanny@torres-taylor.org,Julie Scott,F,48
157,KTR,2018-03-29,2018-02-08,-49,Thursday,779157,USD,47098,500000,686164,0.094196,14.568856427024501,1.372328,30-50,F,gonzalezkimberly,waltersdanny@torres-taylor.org,Julie Scott,F,48
158,KTR,2018-07-15,2019-12-10,513,Sunday,419866,GDB,86786,500002,337261,0.17357130571477714,3.886122185605973,0.6745193019227923,35-45,M,gonzalezkimberly,waltersdanny@torres-taylor.org,Julie Scott,F,48
159,KTR,2017-12-28,2019-10-06,647,Thursday,948669,GDB,68577,499998,309480,0.13715454861819448,4.512883328229582,0.6189624758499034,25-40,M,gonzalezkimberly,waltersdanny@torres-taylor.org,Julie Scott,F,48
160,GRZ,2019-01-09,2019-12-23,348,Wednesday,622959,USD,48976,499997,355780,0.0979525877155263,7.26437438745508,0.7115642693856163,30-40,M,veronica45,mike85@williamson.biz,Mr. Kenneth Hurst Jr.,M,52
161,KTR,2018-12-28,2019-01-21,24,Friday,116259,USD,19339,500000,54669,0.038678,2.8268783287657064,0.109338,25-30,M,veronica45,mike85@williamson.biz,Mr. Kenneth Hurst Jr.,M,52
162,AKX,2018-01-18,2018-07-31,194,Thursday,592946,EUR,62289,499997,587909,0.12457874747248483,9.438408065629565,1.1758250549503297,20-30,F,veronica45,mike85@williamson.biz,Mr. Kenneth Hurst Jr.,M,52
163,KTR,2017-12-11,2019-04-19,494,Monday,186159,EUR,72532,500000,135415,0.145064,1.8669690619312855,0.27083,20-25,F,veronica45,mike85@williamson.biz,Mr. Kenneth Hurst Jr.,M,52
164,AKX,2019-09-17,2020-06-14,271,Tuesday,820698,USD,11671,500001,702288,0.02334195331609337,60.17376403050296,1.4045731908536183,40-55,F,veronica45,mike85@williamson.biz,Mr. Kenneth Hurst Jr.,M,52
165,GRZ,2019-01-06,2020-05-04,484,Sunday,696536,EUR,25231,500000,626627,0.050462,24.8355990646427,1.253254,30-40,M,veronica45,mike85@williamson.biz,Mr. Kenneth Hurst Jr.,M,52
166,KTR,2019-09-02,2020-11-26,451,Monday,457783,EUR,81849,499999,77656,0.1636983273966548,0.9487715182836687,0.15531231062462125,35-50,F,michaelmurphy,cameron12@martinez.com,Claire Lewis,F,18
167,GRZ,2018-04-04,2018-06-19,76,Wednesday,5079,EUR,45338,499997,209,0.09067654405926436,0.004609819577396444,0.0004180025080150481,25-30,M,michaelmurphy,cameron12@martinez.com,Claire Lewis,F,18
168,KTR,2018-02-23,2019-04-10,411,Friday,975780,GDB,28869,500006,771286,0.05773730715231417,26.716754996709273,1.5425534893581276,45-60,F,michaelmurphy,cameron12@martinez.com,Claire Lewis,F,18
169,AKX,2018-03-22,2019-11-13,601,Thursday,17367,EUR,83066,499998,10739,0.16613266453065811,0.12928273902679796,0.02147808591234365,20-35,F,michaelmurphy,cameron12@martinez.com,Claire Lewis,F,18
170,AKX,2017-01-12,2019-06-21,890,Thursday,502274,USD,30964,500002,370921,0.06192775228899084,11.97910476682599,0.7418390326438694,45-55,M,michaelmurphy,cameron12@martinez.com,Claire Lewis,F,18
171,KTR,2019-12-05,2021-04-21,503,Thursday,742372,GDB,33316,500002,515750,0.06663173347306611,15.48054988594069,1.0314958740165039,20-40,M,michaelmurphy,cameron12@martinez.com,Claire Lewis,F,18
172,KTR,2019-11-01,2020-01-13,73,Friday,574885,EUR,11181,500001,500405,0.02236195527608945,44.75494141847778,1.0008079983840033,35-50,F,michaelmurphy,cameron12@martinez.com,Claire Lewis,F,18
173,BYU,2018-01-31,2019-05-29,483,Wednesday,294169,EUR,32621,499998,128151,0.06524226096904387,3.928481652922964,0.25630302521210085,25-40,M,davidgraham,marythomas@chan-ford.com,Christopher Butler,M,51
174,GRZ,2018-07-10,2020-01-16,555,Tuesday,731893,GDB,35358,500001,518961,0.07071585856828286,14.67732903444765,1.0379199241601518,20-40,F,davidgraham,marythomas@chan-ford.com,Christopher Butler,M,51
175,AKX,2018-08-26,2019-11-10,441,Sunday,75113,GDB,30180,499997,27464,0.06036036216217297,0.9100066269052353,0.05492832956997742,40-55,F,davidgraham,marythomas@chan-ford.com,Christopher Butler,M,51
176,BYU,2018-12-21,2019-09-22,275,Friday,826872,GDB,41809,500002,676013,0.08361766552933789,16.169078428089644,1.3520205919176322,35-50,F,davidgraham,marythomas@chan-ford.com,Christopher Butler,M,51
177,BYU,2019-02-05,2019-12-06,304,Tuesday,451170,USD,23438,499997,307110,0.046876281257687544,13.10308046761669,0.614223685342112,20-35,M,davidgraham,marythomas@chan-ford.com,Christopher Butler,M,51
178,GRZ,2019-09-15,2021-02-06,510,Sunday,291062,GDB,32910,500001,198456,0.06581986836026328,6.030264357338195,0.3969112061775876,30-40,M,davidgraham,marythomas@chan-ford.com,Christopher Butler,M,51
179,BYU,2018-11-27,2019-08-25,271,Tuesday,536205,EUR,19984,499997,108586,0.03996823980943886,5.433646917534027,0.21717330303981824,25-30,M,davidgraham,marythomas@chan-ford.com,Christopher Butler,M,51
180,AKX,2019-04-21,2020-07-30,466,Sunday,310795,GDB,79940,500000,287911,0.15988,3.601588691518639,0.575822,25-45,M,nicholas23,xsimmons@james-smith.com,Andrew Mcdonald,M,46
181,KTR,2018-04-29,2020-07-04,797,Sunday,451991,USD,19947,500000,282224,0.039894,14.14869403920389,0.564448,25-35,M,nicholas23,xsimmons@james-smith.com,Andrew Mcdonald,M,46
182,GRZ,2019-01-14,2020-09-08,603,Monday,730422,USD,62539,500000,320328,0.125078,5.122051839652057,0.640656,20-30,F,nicholas23,xsimmons@james-smith.com,Andrew Mcdonald,M,46
183,AKX,2018-07-02,2018-05-16,-47,Monday,395957,GDB,41887,499997,106665,0.08377450264701589,2.546494138993005,0.21333127998767992,35-40,M,nicholas23,xsimmons@james-smith.com,Andrew Mcdonald,M,46
184,GRZ,2018-12-03,2018-03-17,-261,Monday,477329,GDB,75959,499998,308740,0.1519186076744307,4.064561144828131,0.6174824699298798,25-50,M,nicholas23,xsimmons@james-smith.com,Andrew Mcdonald,M,46
185,BYU,2019-10-17,2020-05-31,227,Thursday,202280,GDB,20756,499997,183105,0.04151224907349444,8.821786471381769,0.36621219727318366,40-50,M,nicholas23,xsimmons@james-smith.com,Andrew Mcdonald,M,46
186,BYU,2019-09-23,2019-10-12,19,Monday,944017,EUR,49216,499998,172473,0.09843239372957492,3.504409135240572,0.34494737978951917,30-35,M,andersoncassandra,stevensonryan@oneill.com,Michael Morgan,M,70
187,AKX,2018-04-01,2019-09-03,520,Sunday,409373,GDB,26472,499999,67874,0.05294410588821177,2.5639921426412813,0.135748271496543,40-55,M,andersoncassandra,stevensonryan@oneill.com,Michael Morgan,M,70
188,GRZ,2019-01-16,2020-10-01,624,Wednesday,369971,GDB,73492,500000,313881,0.146984,4.270954661731889,0.627762,25-50,F,andersoncassandra,stevensonryan@oneill.com,Michael Morgan,M,70
189,KTR,2018-06-12,2020-06-09,728,Tuesday,961724,EUR,18664,499997,648974,0.037328223969343814,34.771431633090444,1.2979557877347263,40-50,M,williamhernandez,cantrellmegan@hotmail.com,Michael Smith,M,90
190,BYU,2017-12-17,2018-06-11,176,Sunday,251336,EUR,33051,500003,133547,0.06610160339037965,4.040634171432029,0.2670923974456153,20-45,F,williamhernandez,cantrellmegan@hotmail.com,Michael Smith,M,90
191,GRZ,2019-11-04,2019-04-20,-198,Monday,101752,USD,75071,499995,952,0.15014350143501434,0.012681328342502431,0.0019040190401904019,40-55,M,williamhernandez,cantrellmegan@hotmail.com,Michael Smith,M,90
192,AKX,2019-09-20,2021-05-08,596,Friday,493685,GDB,35143,500000,465222,0.070286,13.237970577355377,0.930444,20-25,F,williamhernandez,cantrellmegan@hotmail.com,Michael Smith,M,90
193,KTR,2018-04-26,2019-07-20,450,Thursday,504667,GDB,17491,499999,69626,0.034982069964139925,3.9806757761134297,0.13925227850455701,30-35,M,igill,bryanerika@yahoo.com,Rachel Buchanan,F,18
194,AKX,2019-02-01,2020-06-04,489,Friday,866384,USD,10930,500001,219400,0.02185995628008744,20.073193046660567,0.43879912240175517,30-50,F,igill,bryanerika@yahoo.com,Rachel Buchanan,F,18
195,KTR,2018-11-28,2019-08-01,246,Wednesday,762506,USD,25962,500001,206728,0.051923896152207695,7.962714736923195,0.4134551730896538,40-50,F,igill,bryanerika@yahoo.com,Rachel Buchanan,F,18
196,AKX,2018-07-29,2020-08-06,739,Sunday,832712,USD,78898,500002,230942,0.15779536881852474,2.9270957438718344,0.46188215247139014,35-55,M,igill,bryanerika@yahoo.com,Rachel Buchanan,F,18
197,AKX,2019-12-09,2019-09-19,-81,Monday,455866,EUR,36602,499999,275592,0.07320414640829281,7.529424621605377,0.5511851023702048,30-50,F,igill,bryanerika@yahoo.com,Rachel Buchanan,F,18
198,KTR,2018-08-22,2019-08-23,366,Wednesday,643756,EUR,57403,499998,233779,0.1148064592258369,4.072592024807066,0.467559870239481,25-50,M,igill,bryanerika@yahoo.com,Rachel Buchanan,F,18
199,GRZ,2018-10-01,2019-11-12,407,Monday,863967,EUR,34435,500000,229301,0.06887,6.6589516480325255,0.458602,20-25,F,igill,bryanerika@yahoo.com,Rachel Buchanan,F,18
200,AKX,2018-06-03,2019-09-15,469,Sunday,230611,USD,65222,500001,143209,0.13044373911252177,2.1957161693906966,0.2864174271651457,35-50,M,clee,davidbryant@hotmail.com,Susan Pace,F,52
201,GRZ,2019-04-28,2019-03-09,-50,Sunday,746925,EUR,19722,500001,287342,0.039443921112157776,14.56961768583308,0.5746828506342987,20-25,F,clee,davidbryant@hotmail.com,Susan Pace,F,52
202,GRZ,2018-09-22,2020-07-22,669,Saturday,48846,GDB,68854,499999,36054,0.13770827541655084,0.5236297092398409,0.07210814421628843,25-40,F,clee,davidbryant@hotmail.com,Susan Pace,F,52
203,AKX,2018-03-15,2018-07-12,119,Thursday,566419,USD,41143,500000,293770,0.082286,7.140218263131031,0.58754,20-30,F,clee,davidbryant@hotmail.com,Susan Pace,F,52
204,KTR,2019-03-10,2021-05-20,802,Sunday,3779,USD,37545,500001,2551,0.07508984982030036,0.06794513250765748,0.005101989796020408,35-45,M,clee,davidbryant@hotmail.com,Susan Pace,F,52
205,GRZ,2019-09-17,2020-09-21,370,Tuesday,197536,EUR,19174,499999,34405,0.038348076696153394,1.7943569416918743,0.06881013762027524,40-65,M,clee,davidbryant@hotmail.com,Susan Pace,F,52
206,AKX,2018-10-02,2018-04-23,-162,Tuesday,821837,EUR,18606,500003,732953,0.037211776729339625,39.393367730839515,1.4658972046167722,30-45,F,clee,davidbryant@hotmail.com,Susan Pace,F,52
207,AKX,2019-07-08,2020-02-07,214,Monday,943559,GDB,66117,500000,562207,0.132234,8.503213999425261,1.124414,35-40,F,clee,davidbryant@hotmail.com,Susan Pace,F,52
208,KTR,2019-01-27,2019-03-04,36,Sunday,229031,GDB,21444,499998,87706,0.04288817155268621,4.090001865323634,0.1754127016508066,25-35,F,rodriguezrichard,ashley73@yahoo.com,Michael Buck,M,61
209,AKX,2019-07-26,2019-08-26,31,Friday,844509,GDB,28687,500001,654075,0.057373885252229494,22.800397392547147,1.3081473837052326,35-50,M,rodriguezrichard,ashley73@yahoo.com,Michael Buck,M,61
210,AKX,2018-02-22,2019-11-29,645,Thursday,426193,GDB,44777,499999,112065,0.08955417910835822,2.502735779529669,0.2241304482608965,35-55,F,rodriguezrichard,ashley73@yahoo.com,Michael Buck,M,61
211,AKX,2019-04-18,2019-11-15,211,Thursday,958362,EUR,28316,500000,442765,0.056632,15.636565899138297,0.88553,30-45,F,rodriguezrichard,ashley73@yahoo.com,Michael Buck,M,61
212,KTR,2017-11-19,2019-05-26,553,Sunday,466992,USD,65678,499995,361026,0.13135731357313574,5.4969091628855935,0.722059220592206,30-40,M,rodriguezrichard,ashley73@yahoo.com,Michael Buck,M,61
213,BYU,2018-08-16,2020-12-02,839,Thursday,806341,GDB,36241,499997,219327,0.07248243489460937,6.051902541320604,0.43865663193979165,30-40,M,rodriguezrichard,ashley73@yahoo.com,Michael Buck,M,61
214,GRZ,2018-04-05,2019-05-27,417,Thursday,490122,GDB,36742,499996,166462,0.07348458787670302,4.530564476620761,0.3329266634133073,30-50,M,lewismorgan,greenrobert@santiago.com,Ashley Smith,F,51
215,BYU,2018-05-24,2019-08-26,459,Thursday,876042,EUR,45221,500004,419993,0.09044127646978824,9.287565511598594,0.8399792801657586,20-35,F,lewismorgan,greenrobert@santiago.com,Ashley Smith,F,51
216,KTR,2018-09-06,2020-03-27,568,Thursday,454552,GDB,30046,499999,179850,0.06009212018424037,5.985821739998669,0.35970071940143883,20-40,F,lewismorgan,greenrobert@santiago.com,Ashley Smith,F,51
217,GRZ,2018-06-02,2019-10-21,506,Saturday,628050,USD,34023,499997,145461,0.06804640827844967,4.275372542103871,0.29092374554247324,20-40,M,lewismorgan,greenrobert@santiago.com,Ashley Smith,F,51
218,GRZ,2017-03-12,2019-01-18,677,Sunday,783804,USD,47215,500003,337861,0.09442943342339946,7.155797945568145,0.6757179456923258,30-35,F,lewismorgan,greenrobert@santiago.com,Ashley Smith,F,51
219,GRZ,2018-10-18,2019-03-12,145,Thursday,430769,GDB,48531,500002,167559,0.09706161175355299,3.452617914322804,0.3351166595333619,30-50,F,lewismorgan,greenrobert@santiago.com,Ashley Smith,F,51
220,AKX,2018-09-29,2019-05-14,227,Saturday,891676,EUR,31475,499999,535565,0.0629501259002518,17.01556791104051,1.0711321422642845,35-55,F,lewismorgan,greenrobert@santiago.com,Ashley Smith,F,51
221,KTR,2018-11-02,2019-09-25,327,Friday,909811,USD,62258,500000,287813,0.124516,4.6229078993864245,0.575626,30-40,F,lewismorgan,greenrobert@santiago.com,Ashley Smith,F,51
222,KTR,2019-05-20,2019-01-11,-129,Monday,613580,USD,33004,499999,3552,0.06600813201626403,0.10762331838565023,0.007104014208028416,45-65,M,qpadilla,dburgess@russell-munoz.info,Loretta Reed,F,89
223,KTR,2019-06-25,2020-06-22,363,Tuesday,132920,GDB,54725,499999,58054,0.1094502189004378,1.060831429876656,0.11610823221646444,25-50,F,qpadilla,dburgess@russell-munoz.info,Loretta Reed,F,89
224,KTR,2019-02-03,2020-10-18,623,Sunday,919980,GDB,32082,500000,726777,0.064164,22.653731064148122,1.453554,35-50,F,qpadilla,dburgess@russell-munoz.info,Loretta Reed,F,89
225,AKX,2019-09-01,2019-06-19,-74,Sunday,273108,USD,18803,499997,170528,0.03760622563735382,9.069191086528745,0.3410580463482781,20-30,F,ngarcia,ucompton@greene-zamora.com,Mark Carter,M,66
226,BYU,2019-03-04,2019-04-12,39,Monday,244445,EUR,78489,500001,65290,0.15697768604462792,0.8318363082724968,0.13057973884052232,40-45,M,ngarcia,ucompton@greene-zamora.com,Mark Carter,M,66
227,AKX,2018-01-28,2019-07-25,543,Sunday,686495,GDB,26885,500002,19960,0.05376978492086032,0.7424214245862005,0.039919840320638715,45-50,F,ngarcia,ucompton@greene-zamora.com,Mark Carter,M,66
228,KTR,2019-10-24,2021-09-19,696,Thursday,455401,USD,46606,500001,171110,0.09321181357637284,3.671415697549672,0.34221931556136886,25-45,F,ngarcia,ucompton@greene-zamora.com,Mark Carter,M,66
229,KTR,2019-04-05,2020-09-14,528,Friday,235241,GDB,42404,500001,77116,0.08480783038433923,1.8186020186774832,0.15423169153661692,30-50,F,ngarcia,ucompton@greene-zamora.com,Mark Carter,M,66
230,AKX,2019-05-21,2019-09-17,119,Tuesday,698426,GDB,58821,499997,497957,0.11764270585623514,8.465633022219956,0.9959199755198531,30-45,F,ngarcia,ucompton@greene-zamora.com,Mark Carter,M,66
231,KTR,2019-12-08,2021-01-21,410,Sunday,453621,EUR,81269,500000,11931,0.162538,0.14680874626241247,0.023862,40-50,M,ngarcia,ucompton@greene-zamora.com,Mark Carter,M,66
232,BYU,2019-07-27,2021-06-28,702,Saturday,88822,USD,29041,500002,86264,0.05808176767292931,2.97042112874901,0.17252730989076043,20-35,M,crandall,christinabrock@gmail.com,Melissa Burns,F,24
233,KTR,2018-12-16,2020-07-15,577,Sunday,200973,EUR,19042,499997,190387,0.038084228505371034,9.998266988761685,0.38077628465770796,30-50,F,crandall,christinabrock@gmail.com,Melissa Burns,F,24
234,KTR,2019-06-02,2020-09-27,483,Sunday,796890,GDB,21657,499998,725217,0.043314173256693025,33.486493974234655,1.450439801759207,35-40,M,adamssusan,blee@gmail.com,Patricia Cox,F,45
235,BYU,2018-12-03,2019-08-08,248,Monday,389855,EUR,20459,500002,38203,0.040917836328654686,1.8672955667432425,0.07640569437722249,35-45,F,adamssusan,blee@gmail.com,Patricia Cox,F,45
236,BYU,2018-10-23,2020-01-23,457,Tuesday,651190,GDB,13485,499999,273058,0.02697005394010788,20.249017426770486,0.5461170922341845,40-60,M,adamssusan,blee@gmail.com,Patricia Cox,F,45
237,KTR,2019-03-25,2019-09-06,165,Monday,917259,EUR,37211,499997,678232,0.0744224465346792,18.226653408938216,1.356472138832833,40-60,M,adamssusan,blee@gmail.com,Patricia Cox,F,45
238,BYU,2018-07-21,2020-10-05,807,Saturday,665748,GDB,13327,500001,549385,0.026653946692106616,41.22345614166729,1.098767802464395,25-45,F,morgankristi,stewartlinda@yahoo.com,Kirsten Roberts,F,74
239,GRZ,2019-06-05,2019-10-20,137,Wednesday,924398,EUR,51786,499998,216869,0.10357241428965716,4.187792067354112,0.43373973495893986,40-55,M,morgankristi,stewartlinda@yahoo.com,Kirsten Roberts,F,74
